"OTUid"	"percConfid"	"genusSpecies"	"kingdom"	"phylum"	"class"	"order"	"family"	"genus"	"species"
"OTU_1212"	0.48	"unidentified"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Acetobacteraceae"	"unidentified"	"unidentified"
"OTU_1213"	0.84	"Labrys"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Xanthobacteraceae"	"Labrys"	"unidentified"
"OTU_1214"	1	"Emticicia"	"Bacteria"	"Bacteroidetes"	"Cytophagia"	"Cytophagales"	"Cytophagaceae"	"Emticicia"	"unidentified"
"OTU_1215"	0.99	"Rhodococcus"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Nocardiaceae"	"Rhodococcus"	"unidentified"
"OTU_1216"	1	"Saccharopolyspora"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Pseudonocardiaceae"	"Saccharopolyspora"	"unidentified"
"OTU_1217"	1	"Chryseobacterium"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Chryseobacterium"	"unidentified"
"OTU_1218"	0.65	"Tanticharoenia"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Acetobacteraceae"	"Tanticharoenia"	"unidentified"
"OTU_1219"	0.23	"unidentified"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"unidentified"	"unidentified"	"unidentified"
"OTU_122"	1	"Brevibacterium"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Brevibacteriaceae"	"Brevibacterium"	"unidentified"
"OTU_1220"	0.39	"unidentified"	"Bacteria"	"Planctomycetes"	"Planctomycetia"	"Planctomycetales"	"Planctomycetaceae"	"unidentified"	"unidentified"
"OTU_1221"	1	"Anaerovorax"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiales_Incertae Sedis XIII"	"Anaerovorax"	"unidentified"
"OTU_1222"	0.84	"Chryseolinea"	"Bacteria"	"Bacteroidetes"	"Cytophagia"	"Cytophagales"	"Chryseolinea"	"unidentified"	"unidentified"
"OTU_1223"	0.36	"unidentified"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"unidentified"	"unidentified"	"unidentified"
"OTU_1224"	0.11	"unidentified"	"Bacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_1225"	0.98	"Subtercola"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Microbacteriaceae"	"Subtercola"	"unidentified"
"OTU_1226"	0.36	"unidentified"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Acetobacteraceae"	"unidentified"	"unidentified"
"OTU_1227"	0.18	"unidentified"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Acetobacteraceae"	"unidentified"	"unidentified"
"OTU_1228"	0.64	"Rhodopila"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Acetobacteraceae"	"Rhodopila"	"unidentified"
"OTU_1229"	0.63	"Rubricoccus"	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Rhodothermaceae"	"Rubricoccus"	"unidentified"
"OTU_123"	0.62	"Asanoa"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Micromonosporaceae"	"Asanoa"	"unidentified"
"OTU_1230"	0.23	"unidentified"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"unidentified"	"unidentified"	"unidentified"
"OTU_1231"	0.18	"unidentified"	"Bacteria"	"Proteobacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_1232"	0.18	"unidentified"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Chromatiales"	"unidentified"	"unidentified"	"unidentified"
"OTU_1233"	1	"Microbacterium"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Microbacteriaceae"	"Microbacterium"	"unidentified"
"OTU_1234"	0.87	"Chlorophyta"	"Bacteria"	"Cyanobacteria/Chloroplast"	"Chloroplast"	"Chloroplast"	"Chloroplast"	"Chlorophyta"	"unidentified"
"OTU_1235"	0.95	"Parvibaculum"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Rhodobiaceae"	"Parvibaculum"	"unidentified"
"OTU_1236"	0.99	"Gp3"	"Bacteria"	"Acidobacteria"	"Acidobacteria_Gp3"	"Gp3"	"unidentified"	"unidentified"	"unidentified"
"OTU_1237"	0.65	"Pseudorhodobacter"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Pseudorhodobacter"	"unidentified"
"OTU_1238"	0.15	"unidentified"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_1239"	0.59	"Conexibacter"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Solirubrobacterales"	"Conexibacteraceae"	"Conexibacter"	"unidentified"
"OTU_124"	0.49	"unidentified"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Hyphomicrobiaceae"	"unidentified"	"unidentified"
"OTU_1240"	0.62	"Armatimonadetes_gp5"	"Bacteria"	"Armatimonadetes"	"Armatimonadetes_gp5"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_1241"	0.26	"unidentified"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"unidentified"	"unidentified"	"unidentified"
"OTU_1242"	1	"Vampirovibrio"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Bdellovibrionales"	"Bdellovibrionaceae"	"Vampirovibrio"	"unidentified"
"OTU_1243"	0.5	"Segetibacter"	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Chitinophagaceae"	"Segetibacter"	"unidentified"
"OTU_1244"	1	"Ilumatobacter"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Acidimicrobiales"	"Acidimicrobiaceae"	"Ilumatobacter"	"unidentified"
"OTU_1245"	0.98	"Blastocatella"	"Bacteria"	"Acidobacteria"	"Acidobacteria_Gp4"	"Blastocatella"	"unidentified"	"unidentified"	"unidentified"
"OTU_1246"	0.42	"unidentified"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Xanthomonadaceae"	"unidentified"	"unidentified"
"OTU_1247"	0.9	"Streptomyces"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"	"unidentified"
"OTU_1248"	1	"Acinetobacter"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Moraxellaceae"	"Acinetobacter"	"unidentified"
"OTU_1249"	0.64	"Aciditerrimonas"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Acidimicrobiales"	"Acidimicrobineae_incertae_sedis"	"Aciditerrimonas"	"unidentified"
"OTU_125"	0.97	"Luteibacter"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Xanthomonadaceae"	"Luteibacter"	"unidentified"
"OTU_1250"	0.37	"unidentified"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"unidentified"	"unidentified"	"unidentified"
"OTU_1251"	1	"Rhizobium"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Rhizobiaceae"	"Rhizobium"	"unidentified"
"OTU_1252"	0.31	"unidentified"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Acetobacteraceae"	"unidentified"	"unidentified"
"OTU_1253"	0.99	"Olivibacter"	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Sphingobacteriaceae"	"Olivibacter"	"unidentified"
"OTU_1254"	0.44	"unidentified"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Micromonosporaceae"	"unidentified"	"unidentified"
"OTU_1255"	1	"Paracoccus"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Paracoccus"	"unidentified"
"OTU_1256"	1	"Granulicella"	"Bacteria"	"Acidobacteria"	"Acidobacteria_Gp1"	"Granulicella"	"unidentified"	"unidentified"	"unidentified"
"OTU_1257"	0.09	"unidentified"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_1258"	0.38	"unidentified"	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Chitinophagaceae"	"unidentified"	"unidentified"
"OTU_1259"	0.17	"unidentified"	"Bacteria"	"Bacteroidetes"	"Cytophagia"	"Cytophagales"	"Flammeovirgaceae"	"unidentified"	"unidentified"
"OTU_126"	0.88	"Sphingomonas"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingomonas"	"unidentified"
"OTU_1260"	0.99	"Anaerospora"	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Anaerospora"	"unidentified"
"OTU_1261"	0.79	"Terrimicrobium"	"Bacteria"	"Verrucomicrobia"	"Spartobacteria"	"Terrimicrobium"	"unidentified"	"unidentified"	"unidentified"
"OTU_1262"	1	"Mucilaginibacter"	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Sphingobacteriaceae"	"Mucilaginibacter"	"unidentified"
"OTU_1263"	1	"Armatimonadetes_gp5"	"Bacteria"	"Armatimonadetes"	"Armatimonadetes_gp5"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_1264"	0.99	"Taibaiella"	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Chitinophagaceae"	"Taibaiella"	"unidentified"
"OTU_1265"	0.36	"unidentified"	"Bacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_1266"	0.34	"unidentified"	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Chitinophagaceae"	"unidentified"	"unidentified"
"OTU_1267"	0.22	"unidentified"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_1268"	0.43	"unidentified"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Beutenbergiaceae"	"unidentified"	"unidentified"
"OTU_1269"	1	"Gp3"	"Bacteria"	"Acidobacteria"	"Acidobacteria_Gp3"	"Gp3"	"unidentified"	"unidentified"	"unidentified"
"OTU_127"	0.41	"unidentified"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"unidentified"	"unidentified"
"OTU_1270"	0.32	"unidentified"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"unidentified"	"unidentified"	"unidentified"
"OTU_1271"	0.68	"Rhodopseudomonas"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Bradyrhizobiaceae"	"Rhodopseudomonas"	"unidentified"
"OTU_1272"	0.5	"Clostridium III"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Clostridium III"	"unidentified"
"OTU_1273"	0.55	"Nakamurella"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Nakamurellaceae"	"Nakamurella"	"unidentified"
"OTU_1274"	0.53	"Roseomonas"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Acetobacteraceae"	"Roseomonas"	"unidentified"
"OTU_1275"	0.59	"Victivallis"	"Bacteria"	"Lentisphaerae"	"Lentisphaeria"	"Victivallales"	"Victivallaceae"	"Victivallis"	"unidentified"
"OTU_1276"	0.69	"Brevifollis"	"Bacteria"	"Verrucomicrobia"	"Verrucomicrobiae"	"Verrucomicrobiales"	"Verrucomicrobiaceae"	"Brevifollis"	"unidentified"
"OTU_1277"	0.23	"unidentified"	"Bacteria"	"Bacteroidetes"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_1278"	0.27	"unidentified"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_1279"	0.86	"Chryseolinea"	"Bacteria"	"Bacteroidetes"	"Cytophagia"	"Cytophagales"	"Chryseolinea"	"unidentified"	"unidentified"
"OTU_128"	0.42	"unidentified"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Acetobacteraceae"	"unidentified"	"unidentified"
"OTU_1280"	0.06	"unidentified"	"Bacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_1281"	0.28	"unidentified"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_1282"	0.9	"Clostridium III"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Clostridium III"	"unidentified"
"OTU_1283"	0.96	"Spartobacteria_genera_incertae_sedis"	"Bacteria"	"Verrucomicrobia"	"Spartobacteria"	"Spartobacteria_genera_incertae_sedis"	"unidentified"	"unidentified"	"unidentified"
"OTU_1284"	0.25	"unidentified"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_1285"	0.72	"Brevifollis"	"Bacteria"	"Verrucomicrobia"	"Verrucomicrobiae"	"Verrucomicrobiales"	"Verrucomicrobiaceae"	"Brevifollis"	"unidentified"
"OTU_1286"	0.6	"Aquisphaera"	"Bacteria"	"Planctomycetes"	"Planctomycetia"	"Planctomycetales"	"Planctomycetaceae"	"Aquisphaera"	"unidentified"
"OTU_1287"	0.3	"unidentified"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_1288"	1	"Saccharibacteria_genera_incertae_sedis"	"Bacteria"	"Candidatus Saccharibacteria"	"Saccharibacteria_genera_incertae_sedis"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_1289"	1	"Saccharibacteria_genera_incertae_sedis"	"Bacteria"	"Candidatus Saccharibacteria"	"Saccharibacteria_genera_incertae_sedis"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_129"	1	"Inquilinus"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Rhodospirillaceae"	"Inquilinus"	"unidentified"
"OTU_1290"	0.67	"Parapedobacter"	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Sphingobacteriaceae"	"Parapedobacter"	"unidentified"
"OTU_1291"	0.43	"unidentified"	"Bacteria"	"Planctomycetes"	"Planctomycetia"	"Planctomycetales"	"Planctomycetaceae"	"unidentified"	"unidentified"
"OTU_1292"	0.51	"Aquihabitans"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Acidimicrobiales"	"Iamiaceae"	"Aquihabitans"	"unidentified"
"OTU_1293"	0.27	"unidentified"	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Chitinophagaceae"	"unidentified"	"unidentified"
"OTU_1294"	1	"Pedobacter"	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Sphingobacteriaceae"	"Pedobacter"	"unidentified"
"OTU_1295"	0.54	"Luteolibacter"	"Bacteria"	"Verrucomicrobia"	"Verrucomicrobiae"	"Verrucomicrobiales"	"Verrucomicrobiaceae"	"Luteolibacter"	"unidentified"
"OTU_1296"	0.38	"unidentified"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Acetobacteraceae"	"unidentified"	"unidentified"
"OTU_1297"	0.8	"Phycisphaera"	"Bacteria"	"Planctomycetes"	"Phycisphaerae"	"Phycisphaerales"	"Phycisphaeraceae"	"Phycisphaera"	"unidentified"
"OTU_1298"	1	"Tahibacter"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Xanthomonadaceae"	"Tahibacter"	"unidentified"
"OTU_1299"	0.64	"Saccharothrix"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Pseudonocardiaceae"	"Saccharothrix"	"unidentified"
"OTU_13"	1	"Acidisoma"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Acetobacteraceae"	"Acidisoma"	"unidentified"
"OTU_130"	0.83	"Burkholderia"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Burkholderia"	"unidentified"
"OTU_1300"	0.84	"Saccharibacteria_genera_incertae_sedis"	"Bacteria"	"Candidatus Saccharibacteria"	"Saccharibacteria_genera_incertae_sedis"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_1301"	0.45	"unidentified"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Rhodobiaceae"	"unidentified"	"unidentified"
"OTU_1302"	0.25	"unidentified"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Acetobacteraceae"	"unidentified"	"unidentified"
"OTU_1303"	1	"Nocardioides"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Nocardioidaceae"	"Nocardioides"	"unidentified"
"OTU_1304"	0.05	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_1305"	0.38	"unidentified"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Rhodospirillaceae"	"unidentified"	"unidentified"
"OTU_1306"	1	"Agrococcus"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Microbacteriaceae"	"Agrococcus"	"unidentified"
"OTU_1307"	1	"Taibaiella"	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Chitinophagaceae"	"Taibaiella"	"unidentified"
"OTU_1308"	0.16	"unidentified"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"unidentified"	"unidentified"	"unidentified"
"OTU_1309"	0.18	"unidentified"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Beijerinckiaceae"	"unidentified"	"unidentified"
"OTU_131"	0.47	"unidentified"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Bradyrhizobiaceae"	"unidentified"	"unidentified"
"OTU_1310"	1	"Saccharibacteria_genera_incertae_sedis"	"Bacteria"	"Candidatus Saccharibacteria"	"Saccharibacteria_genera_incertae_sedis"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_1311"	1	"Mucilaginibacter"	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Sphingobacteriaceae"	"Mucilaginibacter"	"unidentified"
"OTU_1312"	1	"Flavobacterium"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Flavobacterium"	"unidentified"
"OTU_1313"	0.19	"unidentified"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"unidentified"	"unidentified"	"unidentified"
"OTU_1314"	1	"Dongia"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Rhodospirillaceae"	"Dongia"	"unidentified"
"OTU_1315"	0.88	"Mucilaginibacter"	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Sphingobacteriaceae"	"Mucilaginibacter"	"unidentified"
"OTU_1316"	0.23	"unidentified"	"Bacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_1317"	0.59	"Friedmanniella"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Propionibacteriaceae"	"Friedmanniella"	"unidentified"
"OTU_1318"	0.64	"Phyllobacterium"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Phyllobacteriaceae"	"Phyllobacterium"	"unidentified"
"OTU_1319"	1	"Taibaiella"	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Chitinophagaceae"	"Taibaiella"	"unidentified"
"OTU_132"	0.99	"Methylobacterium"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Methylobacteriaceae"	"Methylobacterium"	"unidentified"
"OTU_1320"	1	"Saccharibacteria_genera_incertae_sedis"	"Bacteria"	"Candidatus Saccharibacteria"	"Saccharibacteria_genera_incertae_sedis"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_1321"	1	"Gp7"	"Bacteria"	"Acidobacteria"	"Acidobacteria_Gp7"	"Gp7"	"unidentified"	"unidentified"	"unidentified"
"OTU_1322"	0.88	"Olivibacter"	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Sphingobacteriaceae"	"Olivibacter"	"unidentified"
"OTU_1323"	1	"Armatimonas/Armatimonadetes_gp1"	"Bacteria"	"Armatimonadetes"	"Armatimonadia"	"Armatimonadales"	"Armatimonadaceae"	"Armatimonas/Armatimonadetes_gp1"	"unidentified"
"OTU_1324"	0.96	"Sphingomonas"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingomonas"	"unidentified"
"OTU_1325"	0.99	"WPS-1_genera_incertae_sedis"	"Bacteria"	"candidate division WPS-1"	"WPS-1_genera_incertae_sedis"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_1326"	0.32	"unidentified"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"unidentified"	"unidentified"	"unidentified"
"OTU_1327"	0.95	"Rhizobium"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Rhizobiaceae"	"Rhizobium"	"unidentified"
"OTU_1328"	1	"Roseimicrobium"	"Bacteria"	"Verrucomicrobia"	"Verrucomicrobiae"	"Verrucomicrobiales"	"Verrucomicrobiaceae"	"Roseimicrobium"	"unidentified"
"OTU_1329"	0.56	"Schlesneria"	"Bacteria"	"Planctomycetes"	"Planctomycetia"	"Planctomycetales"	"Planctomycetaceae"	"Schlesneria"	"unidentified"
"OTU_133"	0.64	"Bryocella"	"Bacteria"	"Acidobacteria"	"Acidobacteria_Gp1"	"Bryocella"	"unidentified"	"unidentified"	"unidentified"
"OTU_1330"	0.91	"Aridibacter"	"Bacteria"	"Acidobacteria"	"Acidobacteria_Gp4"	"Aridibacter"	"unidentified"	"unidentified"	"unidentified"
"OTU_1331"	0.48	"unidentified"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Solirubrobacterales"	"unidentified"	"unidentified"	"unidentified"
"OTU_1332"	0.3	"unidentified"	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Chitinophagaceae"	"unidentified"	"unidentified"
"OTU_1333"	0.21	"unidentified"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_1334"	0.12	"unidentified"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_1335"	0.94	"Sphingobium"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingobium"	"unidentified"
"OTU_1336"	0.44	"unidentified"	"Bacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_1337"	0.44	"unidentified"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_1338"	0.99	"Hydrogenispora"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Heliobacteriaceae"	"Hydrogenispora"	"unidentified"
"OTU_1339"	0.29	"unidentified"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Acetobacteraceae"	"unidentified"	"unidentified"
"OTU_134"	0.75	"Devosia"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Hyphomicrobiaceae"	"Devosia"	"unidentified"
"OTU_1340"	0.98	"Porphyrobacter"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Erythrobacteraceae"	"Porphyrobacter"	"unidentified"
"OTU_1341"	0.05	"unidentified"	"Bacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_1342"	1	"Terrimonas"	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Chitinophagaceae"	"Terrimonas"	"unidentified"
"OTU_1343"	0.99	"Olivibacter"	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Sphingobacteriaceae"	"Olivibacter"	"unidentified"
"OTU_1344"	0.91	"Dokdonella"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Xanthomonadaceae"	"Dokdonella"	"unidentified"
"OTU_1345"	0.09	"unidentified"	"Bacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_1346"	0.9	"Terrimicrobium"	"Bacteria"	"Verrucomicrobia"	"Spartobacteria"	"Terrimicrobium"	"unidentified"	"unidentified"	"unidentified"
"OTU_1347"	1	"Saccharibacteria_genera_incertae_sedis"	"Bacteria"	"Candidatus Saccharibacteria"	"Saccharibacteria_genera_incertae_sedis"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_1348"	0.02	"unidentified"	"Bacteria"	"Proteobacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_1349"	0.59	"Microlunatus"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Propionibacteriaceae"	"Microlunatus"	"unidentified"
"OTU_135"	0.74	"Blastocatella"	"Bacteria"	"Acidobacteria"	"Acidobacteria_Gp4"	"Blastocatella"	"unidentified"	"unidentified"	"unidentified"
"OTU_1350"	0.14	"unidentified"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"unidentified"	"unidentified"	"unidentified"
"OTU_1351"	0.38	"unidentified"	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Saprospiraceae"	"unidentified"	"unidentified"
"OTU_1352"	0.89	"Actinoplanes"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Micromonosporaceae"	"Actinoplanes"	"unidentified"
"OTU_1353"	0.32	"unidentified"	"Bacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_1354"	0.03	"unidentified"	"Bacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
